"ID"	"mz"	"Rank"	"Adduct"	"Charge"	"CompoundID"	"DaError"	"BioCycUniq"	"CommonName"	"MolWeight"	"MonoMass"	"HMDB"	"PubChem"
3	758.2237	1	2M+ACN+H	1+	CID001844	0.00141980339998327	PANTETHEINE-P	4'-phosphopantetheine	356.33	358.0963583034	HMDB01416	25245905
3	758.2237	2	2M+ACN+H	1+	CID000385	0.00195101500003148	ALPHA-RIBAZOLE-5-P	&alpha;-ribazole 5'-phosphate	356.271	358.092987485	HMDB03882	25244046
3	758.2237	3	2M+ACN+Na	1+	CID001425	0.0408831599000337	CPD-3706	adenosine 3'-monophosphate	345.208	347.0630843401	HMDB03540	15938966
3	758.2237	3	2M+ACN+Na	1+	CID002589	0.0408831599000337	AMP	AMP	345.208	347.0630843401	HMDB00045	15938965
3	758.2237	3	2M+ACN+Na	1+	CID003571	0.0408831599000337	DGMP	dGMP	345.208	347.0630843401	HMDB01044	6994968
3	758.2237	4	2M+NH4	1+	CID003561	0.0883248791000142	D-BETA-D-HEPTOSE-17-DIPHOSPHATE	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose 1,7-bisphosphate	366.112	370.0066136209		46173363
3	758.2237	5	M+DMSO+H	1+	CID003017	0.0997811494000871	UDP-N-ACETYLMURAMATE	UDP-<i>N</i>-&alpha;-D-acetylmuramate	676.397	679.1026988506	HMDB11720	24772978
3	758.2237	6	M+ACN+Na	1+	CID000455	0.12380123219998	CPD-13908	selenodiglutathione	689.57	694.0841337678		77908817
3	758.2237	7	2M+ACN+H	1+	CID001889	0.213371336599948	CPD-16717	glyceryl 1-monostearate	358.56	358.3083098366		24699
3	758.2237	8	M+K	1+	CID003544	0.256207689500002	PHOSPHORIBOSYL-ATP	1-(5-phospho-&beta;-D-ribosyl)-ATP	714.24	719.0043343105	HMDB03665	49859690
3	758.2237	9	M+ACN+H	1+	CID000771	0.363354555399951	VITAMIN_K_2	menaquinone-8	717.129	716.5532315554		
3	758.2237	9	M+ACN+H	1+	CID003448	0.363354555399951	CPD-9728	menaquinone-8	717.129	716.5532315554		5376507
3	758.2237	10	2M+Na	1+	CID003460	0.408454780800014	OROTIDINE-5-PHOSPHATE	orotidine 5'-phosphate	365.17	368.0256957808	HMDB00218	25245207
3	758.2237	11	2M+H	1+	CID002612	0.454277540399971	CPD-316	reduced riboflavin	378.384	378.1539344596	HMDB01557	58683
4	336.2166	1	M+H+Na	2+	CID001283	0.0362997016999316	CPD0-1422	dipalmitoyl phosphatidate	646.883	648.4730057017		25201390
4	336.2166	2	M+2Na	2+	CID003046	0.143638154700056	LEUKOTRIENE-C4	leukotriene-C4	623.76	626.3111258453	HMDB01198	25245603
4	336.2166	3	M+H+Na	2+	CID000103	0.281373278000046	CPD-11763	bisorganyltrisulfane	644.686	648.155332722		45479371
5	747.3701	1	M+ACN+H	1+	CID002571	0.0716698789999555	CPD-2002	vibriobactin	705.72	705.264607121		5462333
5	747.3701	2	2M+K	1+	CID000130	0.0931326895999973	CPD-6642	luteone	354.359	354.1103383104		25245991
5	747.3701	2	2M+K	1+	CID000679	0.0931326895999973	CPD-6643	phaseoluteone	354.359	354.1103383104		25245381
5	747.3701	2	2M+K	1+	CID001840	0.0931326895999973	CPD-6645	2,3-dehydrokievitone	354.359	354.1103383104		25244982
5	747.3701	3	2M+H	1+	CID000391	0.104014999699984	CPD0-881	<i>N</i>-acetyl-&beta;-muramate 6-phosphate	370.229	373.0773970003		45266739
5	747.3701	4	2M+K	1+	CID000733	0.108388823300004	SCOPOLIN	scopolin	354.313	354.0950821767		346340
5	747.3701	5	M+2Na-H	1+	CID003670	0.138641491199905	DEMETHYLMENAQUINONE	demethylmenaquinone-8	703.102	702.5375814912		5376004
5	747.3701	6	2M+K	1+	CID003052	0.145806388799997	CPD-602	5-amino-6-(5-phospho-D-ribosylamino)uracil	352.197	354.0576646112		25245199
5	747.3701	7	M+2ACN+H	1+	CID002143	0.192783335400009	NAD	NAD<sup>+</sup>	662.422	664.1169466646	HMDB00902	15938971
5	747.3701	8	M+DMSO+H	1+	CID002682	0.204351555399967	2-OCTAPRENYL-6-METHOXYPHENOL	2-methoxy-6-(<i>all-trans</i>-octaprenyl)phenol	669.085	668.5532315554		5280834
5	747.3701	9	M+ACN+Na	1+	CID000133	0.218998617000125	CPD0-2472	(<i>R</i>)-NADHX	681.445	683.135336383		56927860
5	747.3701	9	M+ACN+Na	1+	CID001820	0.218998617000125	CPD-653	(<i>S</i>)-NADHX	681.445	683.135336383	HMDB59644	25203523
5	747.3701	10	M+CH3OH+H	1+	CID003530	0.222099863800054	OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	3-demethylubiquinol-<i>8</i>	715.11	714.5587108638		50986110
5	747.3701	11	M+Na	1+	CID001012	0.316051248199983	CPD-8122	molybdopterin adenine dinucleotide	721.529	724.0648307518		46173264
5	747.3701	12	2M+ACN+H	1+	CID001782	0.405510526399951	DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	351.212	353.0736490264		25244331
5	747.3701	13	M+ACN+Na	1+	CID001406	0.431014404199914	GDP-TP	pppGpp	677.095	682.9233205958	HMDB60480	46173549
5	747.3701	14	2M+ACN+Na	1+	CID000820	0.439044049300037	CPD-15717	&beta;-maltose	342.299	342.1162115493		6255
5	747.3701	14	2M+ACN+Na	1+	CID000928	0.439044049300037	CELLOBIOSE	&beta;-D-cellobiose	342.299	342.1162115493	HMDB00055	10712
5	747.3701	14	2M+ACN+Na	1+	CID000947	0.439044049300037	Alpha-lactose	&alpha;-lactose	342.299	342.1162115493	HMDB00186	84571
5	747.3701	14	2M+ACN+Na	1+	CID001077	0.439044049300037	ALPHA-MALTOSE	&alpha;-maltose	342.299	342.1162115493	HMDB00163	439341
5	747.3701	14	2M+ACN+Na	1+	CID001159	0.439044049300037	CPD-15976	&alpha;-D-cellobiose	342.299	342.1162115493		441014
5	747.3701	14	2M+ACN+Na	1+	CID001417	0.439044049300037	ALPHABETA-TREHALOSE	&alpha;,&beta;-trehalose	342.299	342.1162115493		10871590
5	747.3701	14	2M+ACN+Na	1+	CID002011	0.439044049300037	TREHALOSE	&alpha;,&alpha;-trehalose	342.299	342.1162115493	HMDB00975	7427
5	747.3701	14	2M+ACN+Na	1+	CID002412	0.439044049300037	SUCROSE	sucrose	342.299	342.1162115493	HMDB00258	5988
5	747.3701	14	2M+ACN+Na	1+	CID002704	0.439044049300037	CPD-15971	&beta;-lactose	342.299	342.1162115493	HMDB41627	6134
5	747.3701	14	2M+ACN+Na	1+	CID003061	0.439044049300037	ALLOLACTOSE	allolactose	342.299	342.1162115493		11336802
5	747.3701	15	2M+ACN+Na	1+	CID000892	0.486662943900001	CPD-16164	&beta;-chitobiose	342.345	342.1638304439		90657235
5	747.3701	15	2M+ACN+Na	1+	CID002198	0.486662943900001	CPD-16163	&alpha;-chitobiose	342.345	342.1638304439		90657429
6	345.2206	1	M+H+K	2+	CID000995	0.0355153627999698	CPD-12125	menaquinol-<i>7</i>	651.026	650.5062813628		447918
6	345.2206	2	M+H+Na	2+	CID001156	0.222847587700016	MALTOTETRAOSE	maltotetraose	666.583	666.2218584123	HMDB01296	446495
7	445.2429	1	M+H+K	2+	CID003075	0.168545377399937	CPD-9873	3-demethylubiquinol-10	851.347	850.6839113774		50986074
7	445.2429	2	M+H+K	2+	CID002810	0.224484549000067	CPD-9038	precorrin-1	842.768	850.290881451		25245954
8	536.1644	1	M+IsoProp+H	1+	CID003458	0.000445686399984879	CPD4FS-1	CDP-N-dimethylethanolamine	473.292	475.0995056864		25244049
8	536.1644	2	2M+ACN+H	1+	CID000680	0.003913277200013	N2-SUCCINYLGLUTAMATE	N<SUP>2</SUP>-succinylglutamate	244.18	247.0692017772		25244383
8	536.1644	3	M+3ACN+2H	2+	CID002253	0.00436787659998572	CPD-15678	4-<i>trans</i>-3-oxo-undecenoyl-CoA	943.749	947.2302381234		90658908
8	536.1644	4	M+ACN+2H	2+	CID001493	0.0155970619000527	CPD-11524	OPC6-3-ketoacyl-CoA	1025.85	1029.2721029381		44237277
8	536.1644	5	M+DMSO+H	1+	CID000143	0.0278015072999551	METHYLENE-THF	5,10-methylenetetrahydrofolate	455.429	457.1709815073	HMDB01533	9548565
8	536.1644	6	M+3ACN+2H	2+	CID002093	0.0320176297000216	CPD-7221	3-<i>cis</i>-dodecenoyl-CoA	943.792	947.2666236297	HMDB04257	25245958
8	536.1644	6	M+3ACN+2H	2+	CID002151	0.0320176297000216	CPD-7222	2-<i>trans</i>-dodecenoyl-CoA	943.792	947.2666236297	HMDB03712	25245396
8	536.1644	7	2M+ACN+H	1+	CID000211	0.0402987835000204	LINAMARIN	linamarin	247.247	247.1055872835	HMDB33699	11128
8	536.1644	8	2M+ACN+H	1+	CID003065	0.0407149312000001	PYRIDOXAL_PHOSPHATE	pyridoxal 5'-phosphate	245.128	247.0245735688	HMDB01491	644168
8	536.1644	9	M+ACN+2H	2+	CID000204	0.057173950699962	CPD-18	linoleoyl-CoA	1025.937	1029.3448739507	HMDB01064	25245440
8	536.1644	10	M+2K-H	1+	CID001652	0.0587284285000464	5-METHYL-THF	5-methyl-tetrahydrofolate	457.445	459.1866315715	HMDB01396	42626431
8	536.1644	11	M+H	1+	CID003043	0.0610832726000581	LIPOYL-AMP	lipoyl-adenylate	534.518	535.0960407274	HMDB59635	25245420
8	536.1644	12	M+K	1+	CID000394	0.0672907491000387	CPD66-21	leukotriene-D4	495.653	497.2685327491		52940265
8	536.1644	13	2M+ACN+Na	1+	CID002838	0.103312514599992	CPD-12585	(<i>2E,6E</i>)-farnesoate	235.345	236.1776300146		21895630
8	536.1644	14	M+IsoProp+H	1+	CID003437	0.13470999360004	CPD-13713	adenosine 5'-phosphoselenate	473.174	474.9643500064	HMDB04112	7993
8	536.1644	15	2M+ACN+H	1+	CID001888	0.184498137999981	N1-ACETYLSPERMINE	<i>N</i><sup>1</sup>-acetylspermine	247.403	247.249786638	HMDB01186	25201943
8	536.1644	16	M+2Na-H	1+	CID002516	0.192409465200001	DATP	dATP	487.152	491.0008305348	HMDB01532	25320183
8	536.1644	17	M+ACN+Na	1+	CID001367	0.206625029199984	CPD-9481	hederagenin	471.699	472.3552600292		25201740
8	536.1644	18	2M+Na	1+	CID000213	0.347360728599995	PALMITATE	palmitate	255.42	256.2402302714	HMDB00220	504166
8	536.1644	19	2M+H	1+	CID003271	0.420270443999982	CPD-11950	norspermidine-2,3-dihydroxybenzoate	267.327	267.158291556		45479385
8	536.1644	20	2M+K	1+	CID003352	0.439602633000021	PYRIDOXINE-5P	pyridoxine 5'-phosphate	247.144	249.040223633	HMDB01319	24794348
8	536.1644	21	2M+H	1+	CID003650	0.458611367300023	CPD-15172	6,7-dehydrobaicalein	268.225	268.0371733673		86200952
8	536.1644	22	2M+K	1+	CID002993	0.463412080300003	PYRIDOXAMINE-5P	pyridoxamine 5'-phosphate	247.167	249.0640330803	HMDB01555	25246271
8	536.1644	23	2M+H	1+	CID000070	0.481808068299983	ADENOSINE	adenosine	267.244	267.0967539317	HMDB00050	60961
8	536.1644	23	2M+H	1+	CID001964	0.481808068299983	DEOXYGUANOSINE	2'-deoxyguanosine	267.244	267.0967539317	HMDB00085	638
8	536.1644	24	2M+K	1+	CID002145	0.485099239300013	S-ACETYLDIHYDROLIPOAMIDE	<i>S</i>-acetyldihydrolipoamide	249.386	249.0857202393	HMDB01526	1076
9	610.1874	1	2M+ACN+H	1+	CID000504	0.00110436140005277	XANTHOSINE	xanthosine	284.228	284.0756841386	HMDB00299	1189
9	610.1874	2	2M+ACN+H	1+	CID000926	0.00831500430001597	CPD-3521	prunetin	284.268	284.0684734957		5281804
9	610.1874	2	2M+ACN+H	1+	CID002231	0.00831500430001597	BIOCHANIN-A	biochanin-A	283.26	284.0684734957		25203224
9	610.1874	3	2M+NH4	1+	CID002753	0.0120271382000396	5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE	5-amino-1-(5-phospho-&beta;-D-ribosyl)imidazole	294.18	296.0647613618	HMDB01235	44229244
9	610.1874	4	M+ACN+2H	2+	CID000790	0.0636034517001463	CPD-13695	3,24-dioxocholest-4-en-26-oyl-CoA	1174.098	1177.3973034517		90659292
9	610.1874	5	M+CH3OH+H	1+	CID001109	0.0716728200000034	PHOSPHORIBOSYL-FORMIMINO-AICAR-P	1-(5-phospho-&beta;-D-ribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide	573.303	577.08223818	HMDB12277	45266644
9	610.1874	5	M+CH3OH+H	1+	CID003211	0.0716728200000034	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	phosphoribulosylformimino-AICAR-P	573.303	577.08223818	HMDB12278	45266672
9	610.1874	6	M+3ACN+2H	2+	CID000763	0.0748326370000996	CPD-14424	(5Z,8Z,11Z,14Z,17Z)-3R-hydroxy-docosapentaenoyl-CoA	1091.996	1095.355438637		72551548
9	610.1874	7	2M+ACN+H	1+	CID001959	0.100841514600006	CPD-13704	androsta-1,4-diene-3,17-dione	284.397	284.1776300146	HMDB03422	13472
9	610.1874	8	M+Na	1+	CID002743	0.131593884200015	GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	GDP-4-dehydro-6-deoxy-&alpha;-D-mannose	585.314	587.0665881158	HMDB01346	25243979
9	610.1874	9	M+ACN+H	1+	CID001215	0.151378793200024	PROTOPORPHYRINOGEN	protoporphyrinogen IX	566.699	568.3049557932	HMDB01097	20849104
9	610.1874	10	2M+ACN+H	1+	CID001699	0.194741899799965	STEARIC_ACID	stearate	283.473	284.2715303998	HMDB00827	3033836
9	610.1874	11	2M+NH4	1+	CID001492	0.231127406099972	PHYTOL	phytol	296.535	296.3079159061	HMDB02019	5280435
9	610.1874	12	M+ACN+Na	1+	CID000296	0.235660599699941	3-HEXAPRENYL-4-HYDROXYBENZOATE	3-hexaprenyl-4-hydroxybenzoate	545.824	546.4072955997	HMDB06816	54740358
9	610.1874	13	M+ACN+H	1+	CID003270	0.274454041799913	CPD-12116	demethylmenaquinol-6	568.881	568.4280310418		45479495
9	610.1874	14	M+NH4	1+	CID001083	0.295583414399971	UBIQUINOL-30	ubiquinol-6	592.901	592.4491604144	HMDB12299	5813154
9	610.1874	15	2M+K	1+	CID000652	0.435617053599969	5734-TETRAHYDROXYFLAVONE	luteolin	285.232	286.0477380536	HMDB05800	25201972
9	610.1874	15	2M+K	1+	CID000908	0.435617053599969	CPD-6641	2'-hydroxygenistein	286.24	286.0477380536		25243884
9	610.1874	16	2M+H	1+	CID000976	0.451224265500002	CPD-3713	cytidine 2',3'-cyclic monophosphate	304.176	305.0412862655		23421172
9	610.1874	17	2M+Na	1+	CID000581	0.488024408099989	NACMUR	<i>N</i>-acetylmuramate	292.265	293.1110665919	HMDB60493	25244354
10	182.9848	1	M+K	1+	CID003291	0.0045353728000066	CPD-15999	dialurate	144.087	144.0171066272		179547
10	182.9848	2	2M+K	1+	CID002062	0.0103083725999937	METHYL-GLYOXAL	methylglyoxal	72.063	72.0211293726	HMDB01167	880
10	182.9848	3	M+2K-H	1+	CID000434	0.0153418717000164	D-SERINE	D-serine	105.093	106.0504181283	HMDB03406	6857549
10	182.9848	3	M+2K-H	1+	CID000502	0.0153418717000164	SER	L-serine	105.093	106.0504181283	HMDB00187	6857581
10	182.9848	4	M+2Na-H	1+	CID000637	0.0180540588999918	CPD-110	salicylate	137.115	138.0316940589	HMDB01895	54675850
10	182.9848	4	M+2Na-H	1+	CID002932	0.0180540588999918	4-hydroxybenzoate	4-hydroxybenzoate	137.115	138.0316940589	HMDB00500	135
10	182.9848	5	M+2K-H	1+	CID003026	0.0205243669000197	CPD-7037	methionol	106.182	106.0452356331	HMDB31716	10448
10	182.9848	6	M+2K-H	1+	CID002025	0.0238951853000202	BENZALDEHYDE	benzaldehyde	106.124	106.0418648147	HMDB06115	240
10	182.9848	7	M+2Na-H	1+	CID002162	0.0292874471999767	UROCANATE	urocanate	137.118	138.0429274472	HMDB00301	5460052
10	182.9848	8	M+ACN+H	1+	CID003507	0.0317317540999795	CARBAMOYL-P	carbamoyl-phosphate	139.004	140.9827087541	HMDB01096	3423467
10	182.9848	9	M+2K-H	1+	CID002503	0.0391513190000126	GLYCERATE	D-glycerate	105.07	106.026608681	HMDB00139	5460358
10	182.9848	10	2M+K	1+	CID001189	0.0466938788999869	CPD-7000	isobutanal	72.107	72.0575148789	HMDB31243	6561
10	182.9848	10	2M+K	1+	CID003438	0.0466938788999869	BUTANAL	butanal	72.107	72.0575148789	HMDB03543	261
10	182.9848	11	M+DMSO+H	1+	CID000952	0.047378616799989	TARTRONATE-S-ALD	tartronate semialdehyde	103.054	104.0109586168	HMDB06938	22134427
10	182.9848	11	M+DMSO+H	1+	CID003266	0.047378616799989	OH-PYR	hydroxypyruvate	103.054	104.0109586168	HMDB01352	4186339
10	182.9848	12	M+2Na-H	1+	CID000665	0.0474391311000204	DIMETHYLARSINATE	cacodylate	136.99	137.9662008689		167250
10	182.9848	13	M+IsoProp+H	1+	CID001412	0.0518262467999762	DIMETHYLARSINOUS-ACID	dimethylarsinous acid	121.998	121.9712862468		185792
10	182.9848	14	M+2Na-H	1+	CID003193	0.0544395651999992	CPD3O-4151	4-tyrosol	138.166	138.0680795652	HMDB04284	10393
10	182.9848	15	M+DMSO+H	1+	CID001469	0.0586120051000023	CPD-578	urea-1-carboxylate	103.057	104.0221920051		9543250
10	182.9848	16	M+DMSO+H	1+	CID003369	0.0660055688999819	CPD-7036	3-methylthiopropanal	104.167	104.0295855689	HMDB31857	18635
10	182.9848	17	M+2Na-H	1+	CID002167	0.0782490125000095	TYRAMINE	tyramine	138.189	138.0918890125	HMDB00306	5249538
10	182.9848	18	M+H	1+	CID000244	0.0803848093999875	CPD-11876	3-methoxy-4-hydroxyphenylglycolaldehyde	182.176	182.0579088094	HMDB04061	440729
10	182.9848	19	M+DMSO+H	1+	CID000500	0.0837641230999964	4-HYDROXY-BUTYRATE	4-hydroxybutanoate	103.097	104.0473441231	HMDB15507	3037032
10	182.9848	19	M+DMSO+H	1+	CID003155	0.0837641230999964	CPD-12175	(<i>S</i>)-3-hydroxy-isobutanoate	103.097	104.0473441231	HMDB00023	20848931
10	182.9848	20	M+ACN+Na	1+	CID000325	0.084025665199988	CPD-10472	3-dimethylsulfoniopropionaldehyde	119.201	119.0530606652		19824238
10	182.9848	21	M+K	1+	CID002869	0.0933877577999738	CPD-195	octanoate	143.205	144.1150297578	HMDB00482	119389
10	182.9848	22	M+CH3OH+H	1+	CID000073	0.101512431499998	CPD-10776	(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran	150.131	150.0528234315		44123585
10	182.9848	22	M+CH3OH+H	1+	CID000274	0.101512431499998	CPD0-1108	&beta;-D-ribofuranose	150.131	150.0528234315		447347
10	182.9848	22	M+CH3OH+H	1+	CID000508	0.101512431499998	CPD-10774	(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran	150.131	150.0528234315		448719
10	182.9848	22	M+CH3OH+H	1+	CID000943	0.101512431499998	BETA-D-XYLOSE	&beta;-D-xylopyranose	150.131	150.0528234315		125409
10	182.9848	22	M+CH3OH+H	1+	CID000953	0.101512431499998	CPD-10330	&alpha;-D-ribofuranose	150.131	150.0528234315	HMDB00283	5779
10	182.9848	22	M+CH3OH+H	1+	CID001643	0.101512431499998	XYLOSE	&alpha;-D-xylopyranose	150.131	150.0528234315	HMDB00098	6027
10	182.9848	22	M+CH3OH+H	1+	CID001865	0.101512431499998	CPD0-1110	&beta;-D-ribopyranose	150.131	150.0528234315	HMDB12194	441481
10	182.9848	22	M+CH3OH+H	1+	CID002105	0.101512431499998	CPD-12045	&alpha;-L-arabinofuranose	150.131	150.0528234315		445935
10	182.9848	22	M+CH3OH+H	1+	CID003432	0.101512431499998	CPD-15818	<i>aldehydo</i>-D-ribose	150.131	150.0528234315		5311110
10	182.9848	23	M+H	1+	CID000389	0.101514181999988	MANNITOL	D-mannitol	182.173	182.079038182	HMDB00765	6251
10	182.9848	23	M+H	1+	CID003125	0.101514181999988	SORBITOL	D-sorbitol	182.173	182.079038182	HMDB00247	5780
10	182.9848	23	M+H	1+	CID003532	0.101514181999988	GALACTITOL	galactitol	182.173	182.079038182	HMDB00107	11850
10	182.9848	24	M+H	1+	CID000386	0.104194256699969	TYR	L-tyrosine	181.191	182.0817182567	HMDB00158	6942100
10	182.9848	25	M+CH3OH+H	1+	CID000254	0.107563324599994	MET	L-methionine	149.207	150.0588743246	HMDB00696	6992087
10	182.9848	26	M+DMSO+H	1+	CID001110	0.107573570399992	DIMETHYL-GLYCINE	dimethylglycine	103.121	104.0711535704	HMDB00092	6971056
10	182.9848	26	M+DMSO+H	1+	CID002711	0.107573570399992	4-AMINO-BUTYRATE	4-aminobutanoate	103.121	104.0711535704	HMDB00112	6992099
10	182.9848	26	M+DMSO+H	1+	CID003482	0.107573570399992	CPD-466	(S)-3-amino-2-methylpropanoate	103.121	104.0711535704	HMDB02166	6971062
10	182.9848	27	M+IsoProp+H	1+	CID000136	0.108114196199978	CYS	L-cysteine	121.154	122.0275741962	HMDB00574	6419722
10	182.9848	28	M+CH3OH+H	1+	CID000526	0.116768565200005	CPD-1072	4-vinylguaiacol	150.177	150.0680795652	HMDB13744	332
10	182.9848	29	M+IsoProp+H	1+	CID000718	0.117319436799974	SALICYLALDEHYDE	salicylaldehyde	122.123	122.0367794368	HMDB34170	6998
10	182.9848	29	M+IsoProp+H	1+	CID001597	0.117319436799974	BENZOATE	benzoate	121.115	122.0367794368	HMDB01870	242
10	182.9848	29	M+IsoProp+H	1+	CID003079	0.117319436799974	4-HYDROXYBENZALDEHYDE	4-hydroxybenzaldehyde	122.123	122.0367794368	HMDB11718	126
10	182.9848	30	M+IsoProp+H	1+	CID000495	0.128552825099973	NIACINAMIDE	nicotinamide	122.126	122.0480128251	HMDB01406	936
